breath_id,train_test,cluster_no
76062,test,1
76063,test,3
76068,test,0
76069,test,3
76072,test,1
76075,test,3
76077,test,0
76080,test,0
76085,test,3
76089,test,3
76090,test,2
76091,test,1
76097,test,2
76100,test,3
76105,test,3
76109,test,2
76110,test,3
76112,test,0
76115,test,0
76116,test,3
76119,test,0
76129,test,1
76130,test,0
76134,test,0
76137,test,0
76139,test,2
76142,test,3
76148,test,0
76149,test,2
76153,test,1
76154,test,3
76157,test,3
76160,test,3
76162,test,3
76165,test,3
76166,test,0
76168,test,3
76171,test,2
76172,test,3
76177,test,2
76178,test,1
76179,test,0
76180,test,1
76184,test,0
76185,test,3
76191,test,0
76192,test,1
76193,test,0
76194,test,3
76196,test,3
76198,test,3
76201,test,0
76202,test,2
76203,test,3
76206,test,0
76208,test,3
76210,test,1
76211,test,2
76219,test,0
76226,test,3
76230,test,1
76231,test,1
76234,test,3
76239,test,2
76245,test,3
76249,test,2
76250,test,3
76253,test,0
76254,test,1
76256,test,0
76261,test,0
76262,test,2
76264,test,3
76265,test,3
76267,test,3
76270,test,1
76271,test,0
76274,test,3
76276,test,0
76288,test,0
76290,test,1
76292,test,1
76294,test,1
76295,test,3
76297,test,3
76298,test,3
76300,test,0
76303,test,2
76304,test,1
76307,test,2
76309,test,1
76312,test,0
76317,test,1
76321,test,2
76323,test,3
76328,test,0
76331,test,2
76334,test,0
76336,test,2
76340,test,3
76341,test,3
76343,test,0
76346,test,3
76347,test,3
76348,test,2
76350,test,3
76354,test,2
76355,test,3
76356,test,3
76358,test,3
76360,test,2
76366,test,3
76370,test,1
76375,test,0
76379,test,3
76385,test,0
76388,test,0
76390,test,0
76391,test,0
76393,test,0
76399,test,2
76400,test,0
76402,test,2
76403,test,3
76404,test,2
76409,test,3
76410,test,3
76412,test,2
76414,test,2
76417,test,3
76423,test,1
76424,test,1
76425,test,2
76426,test,0
76431,test,1
76432,test,3
76433,test,2
76434,test,3
76435,test,0
76438,test,3
76440,test,3
76444,test,3
76447,test,3
76448,test,1
76449,test,2
76452,test,1
76456,test,0
76457,test,3
76458,test,0
76461,test,0
76466,test,0
76469,test,3
76472,test,1
76482,test,2
76484,test,3
76486,test,1
76487,test,0
76492,test,2
76493,test,3
76495,test,2
76497,test,0
76500,test,1
76504,test,3
76505,test,2
76507,test,0
76510,test,0
76512,test,0
76516,test,1
76517,test,3
76519,test,0
76521,test,0
76524,test,3
76525,test,3
76526,test,3
76527,test,3
76529,test,3
76531,test,1
76538,test,1
76540,test,0
76542,test,3
76544,test,3
76545,test,1
76548,test,3
76550,test,3
76552,test,1
76556,test,2
76557,test,3
76558,test,1
76560,test,1
76563,test,1
76570,test,2
76572,test,3
76574,test,0
76576,test,2
76577,test,3
76578,test,3
76580,test,3
76581,test,3
76584,test,1
76586,test,1
76587,test,1
76588,test,1
76589,test,2
76597,test,3
76600,test,3
76603,test,0
76604,test,0
76607,test,0
76610,test,3
76611,test,0
76613,test,3
76617,test,2
76619,test,1
76620,test,3
76621,test,1
76622,test,1
76623,test,1
76625,test,2
76634,test,3
76635,test,0
76636,test,2
76637,test,2
76639,test,0
76644,test,3
76646,test,3
76647,test,1
76649,test,3
76651,test,0
76652,test,0
76654,test,2
76659,test,0
76675,test,0
76680,test,0
76684,test,3
76686,test,0
76688,test,3
76689,test,3
76690,test,3
76693,test,0
76695,test,1
76696,test,3
76697,test,0
76698,test,3
76700,test,3
76703,test,1
76708,test,1
76715,test,2
76717,test,3
76720,test,3
76722,test,3
76726,test,0
76731,test,1
76732,test,0
76733,test,0
76734,test,2
76736,test,1
76737,test,0
76739,test,2
76740,test,1
76741,test,3
76744,test,3
76745,test,0
76746,test,3
76747,test,3
76749,test,0
76752,test,3
76753,test,3
76754,test,0
76756,test,3
76761,test,0
76763,test,0
76768,test,3
76772,test,0
76777,test,3
76779,test,0
76781,test,3
76782,test,0
76783,test,2
76784,test,0
76785,test,1
76786,test,2
76788,test,0
76790,test,1
76793,test,3
76800,test,1
76801,test,0
76808,test,0
76815,test,2
76816,test,1
76819,test,3
76821,test,2
76822,test,1
76827,test,3
76831,test,2
76841,test,3
76842,test,0
76845,test,0
76846,test,2
76847,test,3
76848,test,0
76850,test,3
76854,test,2
76858,test,2
76861,test,3
76863,test,3
76864,test,0
76867,test,2
76868,test,0
76869,test,3
76871,test,0
76876,test,3
76881,test,3
76882,test,1
76883,test,3
76884,test,0
76895,test,2
76896,test,3
76898,test,0
76901,test,3
76902,test,3
76908,test,2
76911,test,0
76912,test,3
76913,test,2
76918,test,0
76919,test,1
76920,test,2
76922,test,0
76930,test,0
76932,test,0
76935,test,0
76936,test,2
76937,test,0
76939,test,0
76942,test,0
76943,test,3
76944,test,1
76947,test,0
76948,test,1
76949,test,0
76951,test,3
76954,test,0
76958,test,3
76961,test,2
76962,test,1
76970,test,0
76971,test,3
76974,test,0
76975,test,0
76976,test,3
76977,test,0
76982,test,0
76984,test,2
76985,test,0
76986,test,3
76988,test,0
76989,test,2
76990,test,3
76991,test,0
76996,test,2
77000,test,0
77004,test,0
77008,test,0
77012,test,2
77016,test,0
77017,test,3
77018,test,0
77020,test,3
77025,test,3
77026,test,0
77027,test,2
77028,test,3
77029,test,3
77030,test,3
77031,test,2
77034,test,3
77040,test,0
77042,test,0
77043,test,0
77047,test,3
77048,test,3
77049,test,2
77050,test,0
77051,test,1
77052,test,0
77056,test,1
77057,test,1
77059,test,2
77061,test,2
77062,test,2
77063,test,2
77064,test,1
77065,test,0
77066,test,0
77069,test,0
77070,test,0
77071,test,1
77077,test,3
77078,test,0
77080,test,3
77081,test,0
77083,test,3
77084,test,1
77086,test,2
77087,test,3
77088,test,1
77090,test,2
77091,test,3
77092,test,3
77095,test,0
77097,test,0
77099,test,3
77100,test,2
77101,test,3
77105,test,3
77106,test,2
77109,test,1
77110,test,3
77114,test,0
77115,test,2
77117,test,1
77122,test,2
77123,test,3
77124,test,0
77125,test,0
77127,test,0
77128,test,2
77130,test,0
77132,test,0
77134,test,3
77137,test,0
77138,test,1
77139,test,0
77142,test,3
77146,test,2
77152,test,0
77153,test,2
77158,test,0
77159,test,3
77160,test,0
77164,test,0
77167,test,2
77168,test,3
77169,test,3
77171,test,0
77172,test,3
77173,test,2
77177,test,3
77178,test,0
77179,test,0
77188,test,0
77189,test,0
77191,test,0
77193,test,0
77194,test,3
77195,test,3
77198,test,1
77202,test,0
77204,test,2
77210,test,0
77212,test,0
77213,test,3
77214,test,2
77215,test,1
77217,test,0
77218,test,0
77220,test,3
77223,test,3
77227,test,2
77235,test,2
77236,test,0
77237,test,3
77238,test,1
77240,test,0
77242,test,3
77244,test,0
77251,test,3
77252,test,2
77253,test,3
77254,test,3
77259,test,0
77263,test,3
77264,test,0
77265,test,3
77269,test,2
77271,test,3
77276,test,0
77278,test,0
77279,test,2
77280,test,0
77281,test,3
77285,test,2
77295,test,3
77296,test,0
77298,test,3
77301,test,3
77308,test,0
77310,test,2
77311,test,0
77312,test,3
77313,test,2
77314,test,1
77315,test,1
77316,test,2
77317,test,3
77325,test,0
77327,test,0
77331,test,0
77334,test,3
77335,test,1
77336,test,3
77340,test,3
77343,test,0
77349,test,2
77352,test,3
77353,test,3
77355,test,3
77356,test,1
77357,test,1
77359,test,3
77360,test,2
77366,test,1
77367,test,0
77368,test,2
77370,test,3
77371,test,3
77372,test,1
77377,test,0
77378,test,3
77382,test,0
77384,test,2
77385,test,1
77387,test,0
77389,test,0
77392,test,3
77393,test,2
77398,test,0
77400,test,3
77401,test,2
77409,test,3
77411,test,3
77412,test,3
77413,test,0
77416,test,2
77417,test,0
77422,test,0
77425,test,0
77426,test,3
77427,test,3
77428,test,3
77430,test,0
77431,test,1
77432,test,3
77433,test,0
77437,test,3
77438,test,0
77440,test,2
77441,test,0
77442,test,3
77444,test,3
77445,test,3
77448,test,2
77449,test,3
77450,test,3
77451,test,0
77456,test,0
77460,test,1
77462,test,0
77465,test,1
77466,test,1
77467,test,3
77469,test,2
77470,test,0
77471,test,3
77474,test,1
77475,test,0
77477,test,3
77487,test,2
77489,test,3
77493,test,1
77494,test,3
77497,test,1
77498,test,3
77500,test,2
77505,test,0
77508,test,3
77512,test,1
77514,test,1
77515,test,1
77519,test,3
77520,test,0
77521,test,0
77524,test,3
77526,test,3
77527,test,3
77528,test,3
77530,test,3
77535,test,3
77536,test,0
77537,test,0
77540,test,2
77545,test,3
77548,test,0
77553,test,1
77561,test,0
77566,test,0
77572,test,0
77579,test,1
77585,test,3
77587,test,1
77589,test,0
77590,test,3
77594,test,0
77600,test,1
77602,test,0
77603,test,0
77604,test,3
77606,test,0
77608,test,3
77612,test,1
77613,test,1
77620,test,3
77625,test,3
77628,test,3
77629,test,3
77637,test,0
77639,test,2
77640,test,0
77642,test,1
77644,test,3
77648,test,1
77649,test,2
77651,test,3
77652,test,0
77653,test,0
77656,test,3
77661,test,3
77663,test,2
77664,test,3
77667,test,1
77669,test,3
77670,test,1
77672,test,1
77673,test,0
77674,test,0
77676,test,0
77680,test,2
77682,test,1
77683,test,0
77685,test,0
77691,test,1
77693,test,0
77696,test,3
77697,test,1
77699,test,3
77701,test,3
77702,test,3
77703,test,2
77706,test,0
77707,test,2
77716,test,1
77717,test,1
77718,test,3
77722,test,0
77723,test,0
77725,test,2
77726,test,0
77729,test,3
77734,test,0
77736,test,2
77743,test,1
77745,test,2
77749,test,0
77750,test,2
77753,test,2
77763,test,3
77764,test,0
77769,test,1
77771,test,0
77772,test,3
77782,test,1
77783,test,0
77785,test,0
77794,test,1
77795,test,3
77796,test,0
77798,test,0
77799,test,0
77801,test,3
77804,test,2
77806,test,0
77809,test,0
77814,test,3
77822,test,2
77823,test,3
77824,test,3
77825,test,2
77826,test,3
77829,test,2
77831,test,0
77832,test,3
77837,test,3
77838,test,1
77839,test,0
77840,test,0
77842,test,0
77843,test,2
77844,test,3
77845,test,1
77846,test,2
77848,test,3
77850,test,3
77851,test,1
77856,test,0
77857,test,0
77859,test,0
77860,test,2
77861,test,1
77862,test,1
77863,test,1
77864,test,1
77866,test,0
77867,test,0
77875,test,3
77879,test,0
77880,test,2
77886,test,0
77888,test,3
77889,test,3
77891,test,3
77893,test,2
77895,test,0
77896,test,3
77898,test,2
77901,test,3
77902,test,1
77904,test,3
77905,test,3
77907,test,1
77908,test,2
77910,test,0
77911,test,0
77912,test,3
77913,test,1
77914,test,3
77915,test,2
77916,test,3
77918,test,1
77919,test,0
77923,test,3
77924,test,3
77925,test,3
77930,test,1
77931,test,0
77937,test,0
77938,test,2
77941,test,0
77942,test,3
77944,test,0
77947,test,2
77950,test,3
77952,test,0
77954,test,3
77957,test,3
77958,test,3
77960,test,1
77961,test,0
77967,test,2
77968,test,0
77971,test,0
77973,test,0
77974,test,3
77975,test,1
77980,test,0
77985,test,2
77988,test,0
77989,test,2
77990,test,1
77992,test,3
77994,test,0
77996,test,3
77999,test,3
78001,test,0
78004,test,0
78007,test,3
78010,test,2
78011,test,0
78013,test,2
78016,test,3
78017,test,0
78018,test,0
78019,test,3
78021,test,2
78025,test,1
78026,test,3
78028,test,0
78029,test,3
78031,test,1
78032,test,2
78036,test,0
78043,test,3
78046,test,2
78048,test,2
78052,test,3
78053,test,0
78055,test,0
78059,test,3
78061,test,0
78062,test,0
78063,test,3
78064,test,3
78065,test,0
78067,test,1
78070,test,1
78074,test,0
78076,test,0
78082,test,0
78085,test,2
78089,test,3
78096,test,1
78098,test,0
78100,test,1
78104,test,3
78108,test,1
78109,test,3
78115,test,3
78116,test,3
78119,test,0
78121,test,3
78123,test,2
78124,test,0
78128,test,0
78136,test,1
78137,test,0
78143,test,1
78146,test,0
78148,test,1
78150,test,1
78151,test,3
78152,test,2
78153,test,2
78155,test,0
78166,test,1
78167,test,1
78171,test,3
78173,test,3
78174,test,3
78181,test,2
78182,test,0
78183,test,0
78184,test,3
78187,test,3
78188,test,0
78191,test,1
78193,test,3
78194,test,0
78198,test,0
78199,test,1
78203,test,2
78205,test,1
78206,test,0
78208,test,1
78209,test,0
78211,test,3
78212,test,3
78214,test,0
78215,test,0
78217,test,0
78220,test,1
78224,test,3
78225,test,3
78227,test,0
78232,test,0
78234,test,0
78236,test,0
78238,test,0
78241,test,2
78243,test,0
78247,test,3
78249,test,2
78255,test,3
78256,test,3
78262,test,3
78263,test,1
78264,test,3
78267,test,0
78268,test,3
78269,test,0
78270,test,0
78272,test,1
78275,test,2
78277,test,3
78278,test,2
78279,test,3
78285,test,1
78286,test,3
78287,test,2
78290,test,3
78292,test,1
78295,test,0
78297,test,0
78298,test,3
78299,test,0
78300,test,1
78304,test,1
78307,test,2
78309,test,0
78310,test,3
78311,test,3
78312,test,0
78313,test,2
78314,test,2
78320,test,2
78325,test,3
78326,test,0
78327,test,0
78329,test,0
78331,test,3
78335,test,0
78336,test,3
78340,test,0
78342,test,3
78343,test,1
78347,test,3
78350,test,3
78352,test,3
78354,test,0
78355,test,1
78358,test,0
78359,test,0
78360,test,1
78362,test,0
78364,test,0
78376,test,2
78378,test,3
78381,test,0
78387,test,0
78393,test,2
78396,test,2
78398,test,3
78404,test,1
78406,test,1
78411,test,2
78414,test,3
78415,test,0
78417,test,0
78418,test,3
78419,test,0
78420,test,2
78421,test,1
78422,test,0
78423,test,3
78426,test,0
78435,test,0
78437,test,1
78438,test,0
78441,test,0
78444,test,3
78446,test,0
78449,test,3
78450,test,0
78451,test,0
78452,test,3
78454,test,3
78455,test,1
78456,test,0
78469,test,2
78470,test,1
78472,test,2
78473,test,1
78474,test,3
78476,test,0
78477,test,0
78479,test,3
78480,test,1
78482,test,2
78487,test,1
78488,test,3
78490,test,0
78491,test,0
78494,test,0
78499,test,3
78502,test,3
78504,test,0
78511,test,0
78513,test,1
78514,test,3
78515,test,1
78517,test,3
78523,test,2
78527,test,3
78528,test,0
78529,test,3
78530,test,0
78533,test,0
78535,test,3
78536,test,3
78540,test,3
78544,test,3
78549,test,3
78551,test,3
78553,test,0
78555,test,3
78562,test,0
78567,test,3
78568,test,2
78569,test,0
78572,test,1
78576,test,3
78579,test,0
78580,test,1
78582,test,0
78583,test,0
78587,test,2
78588,test,0
78590,test,0
78595,test,0
78597,test,0
78605,test,3
78606,test,0
78611,test,0
78615,test,1
78616,test,2
78617,test,0
78618,test,0
78622,test,2
78623,test,3
78625,test,3
78630,test,0
78631,test,1
78636,test,3
78640,test,3
78641,test,3
78642,test,3
78644,test,0
78649,test,0
78653,test,0
78658,test,0
78659,test,1
78661,test,0
78662,test,3
78663,test,2
78668,test,3
78669,test,2
78671,test,2
78678,test,3
78683,test,3
78687,test,0
78688,test,3
78689,test,1
78691,test,0
78694,test,0
78698,test,0
78702,test,0
78704,test,0
78711,test,1
78713,test,1
78716,test,3
78719,test,3
78722,test,3
78724,test,3
78725,test,0
78728,test,3
78729,test,0
78733,test,3
78734,test,3
78735,test,1
78740,test,2
78742,test,1
78743,test,3
78744,test,2
78748,test,3
78753,test,3
78756,test,3
78763,test,3
78765,test,3
78766,test,0
78771,test,1
78773,test,0
78777,test,1
78783,test,3
78785,test,2
78786,test,0
78787,test,3
78790,test,3
78794,test,0
78795,test,0
78796,test,3
78801,test,0
78806,test,3
78810,test,2
78811,test,0
78814,test,0
78817,test,3
78820,test,3
78821,test,3
78822,test,3
78823,test,3
78825,test,2
78826,test,2
78831,test,3
78833,test,3
78836,test,3
78839,test,3
78840,test,0
78842,test,3
78844,test,1
78846,test,3
78848,test,1
78850,test,0
78851,test,0
78853,test,2
78854,test,1
78857,test,3
78858,test,2
78859,test,1
78860,test,3
78864,test,0
78865,test,0
78866,test,3
78867,test,3
78868,test,1
78875,test,0
78876,test,0
78877,test,2
78878,test,1
78880,test,0
78881,test,1
78886,test,2
78891,test,0
78892,test,2
78894,test,2
78895,test,0
78896,test,1
78897,test,3
78898,test,3
78902,test,2
78905,test,0
78906,test,3
78909,test,0
78910,test,3
78914,test,2
78915,test,0
78916,test,3
78917,test,3
78918,test,0
78923,test,3
78925,test,3
78933,test,1
78934,test,0
78937,test,1
78946,test,0
78948,test,0
78949,test,1
78956,test,1
78959,test,0
78961,test,3
78965,test,1
78967,test,3
78968,test,2
78971,test,2
78972,test,3
78974,test,0
78975,test,1
78977,test,2
78978,test,0
78979,test,0
78981,test,2
78984,test,1
78986,test,2
78987,test,3
78989,test,0
78991,test,2
78992,test,3
78999,test,0
79005,test,0
79007,test,3
79009,test,3
79012,test,3
79018,test,3
79019,test,2
79020,test,0
79021,test,1
79023,test,0
79024,test,2
79025,test,2
79026,test,0
79027,test,3
79029,test,2
79035,test,0
79037,test,0
79038,test,3
79039,test,3
79040,test,0
79045,test,0
79046,test,0
79049,test,1
79051,test,3
79053,test,1
79054,test,0
79058,test,3
79059,test,0
79060,test,3
79061,test,3
79062,test,2
79065,test,0
79067,test,1
79071,test,1
79075,test,3
79076,test,3
79077,test,1
79078,test,0
79080,test,1
79082,test,2
79087,test,0
79090,test,3
79097,test,3
79098,test,2
79099,test,2
79102,test,1
79106,test,1
79109,test,2
79110,test,2
79112,test,3
79113,test,3
79115,test,2
79119,test,3
79121,test,0
79122,test,3
79123,test,2
79124,test,1
79127,test,3
79131,test,0
79134,test,1
79136,test,1
79139,test,0
79140,test,3
79142,test,3
79144,test,0
79146,test,0
79151,test,0
79155,test,1
79156,test,2
79159,test,3
79161,test,1
79162,test,1
79163,test,0
79164,test,0
79168,test,1
79169,test,2
79170,test,2
79173,test,3
79179,test,2
79183,test,1
79185,test,1
79186,test,2
79187,test,2
79188,test,3
79190,test,1
79191,test,2
79195,test,3
79196,test,2
79197,test,0
79199,test,0
79205,test,3
79206,test,1
79208,test,3
79209,test,2
79211,test,0
79213,test,2
79216,test,3
79218,test,3
79222,test,3
79223,test,1
79224,test,3
79230,test,1
79232,test,3
79235,test,3
79238,test,1
79241,test,3
79246,test,3
79250,test,0
79251,test,2
79253,test,0
79256,test,2
79264,test,0
79265,test,0
79273,test,2
79274,test,2
79276,test,2
79278,test,2
79279,test,3
79283,test,0
79284,test,2
79287,test,0
79290,test,0
79294,test,1
79296,test,3
79297,test,1
79298,test,2
79301,test,0
79309,test,0
79310,test,0
79313,test,0
79314,test,1
79317,test,3
79320,test,3
79322,test,1
79323,test,3
79324,test,3
79326,test,2
79327,test,2
79328,test,0
79331,test,3
79332,test,3
79334,test,1
79340,test,2
79342,test,3
79345,test,1
79346,test,0
79347,test,2
79348,test,3
79351,test,2
79352,test,0
79354,test,0
79355,test,0
79360,test,0
79363,test,1
79365,test,0
79368,test,0
79369,test,3
79370,test,2
79371,test,0
79372,test,1
79374,test,2
79376,test,2
79379,test,0
79380,test,3
79382,test,1
79383,test,3
79384,test,2
79387,test,2
79392,test,0
79395,test,1
79398,test,3
79401,test,0
79404,test,0
79408,test,3
79410,test,0
79417,test,0
79419,test,3
79420,test,0
79422,test,3
79424,test,0
79425,test,0
79426,test,0
79427,test,0
79428,test,1
79432,test,0
79434,test,2
79448,test,3
79450,test,2
79451,test,0
79452,test,0
79457,test,0
79458,test,0
79459,test,1
79461,test,1
79462,test,2
79463,test,3
79464,test,1
79465,test,3
79467,test,0
79468,test,2
79473,test,3
79476,test,3
79477,test,3
79478,test,1
79479,test,2
79480,test,1
79481,test,1
79483,test,0
79490,test,3
79491,test,2
79493,test,2
79498,test,1
79499,test,3
79502,test,0
79504,test,3
79505,test,2
79506,test,3
79507,test,0
79515,test,3
79517,test,3
79519,test,0
79520,test,1
79521,test,2
79524,test,3
79526,test,1
79527,test,1
79529,test,3
79533,test,2
79535,test,0
79538,test,2
79539,test,2
79542,test,1
79543,test,3
79544,test,2
79549,test,3
79551,test,3
79552,test,0
79557,test,2
79559,test,3
79563,test,0
79569,test,0
79571,test,2
79573,test,3
79574,test,0
79579,test,0
79580,test,2
79582,test,2
79586,test,0
79591,test,0
79592,test,3
79593,test,2
79594,test,1
79595,test,2
79596,test,0
79598,test,0
79599,test,0
79600,test,3
79601,test,3
79603,test,3
79605,test,1
79612,test,2
79615,test,1
79616,test,2
79617,test,3
79618,test,0
79619,test,3
79622,test,3
79627,test,3
79628,test,3
79629,test,3
79632,test,0
79633,test,3
79635,test,3
79636,test,1
79639,test,0
79641,test,2
79643,test,3
79645,test,2
79648,test,0
79650,test,3
79651,test,1
79652,test,3
79659,test,0
79660,test,3
79663,test,1
79665,test,3
79667,test,1
79674,test,0
79677,test,0
79678,test,2
79679,test,1
79680,test,3
79685,test,0
79691,test,3
79692,test,2
79693,test,0
79699,test,3
79700,test,3
79701,test,3
79705,test,3
79711,test,2
79712,test,0
79713,test,0
79717,test,1
79719,test,0
79720,test,0
79723,test,1
79725,test,2
79727,test,1
79732,test,2
79733,test,3
79736,test,2
79737,test,3
79739,test,0
79740,test,3
79745,test,3
79747,test,0
79750,test,0
79754,test,2
79755,test,3
79761,test,0
79762,test,0
79764,test,2
79771,test,3
79772,test,3
79776,test,3
79777,test,0
79778,test,1
79784,test,2
79785,test,3
79786,test,2
79788,test,0
79793,test,2
79800,test,0
79802,test,1
79803,test,0
79804,test,0
79811,test,1
79814,test,0
79816,test,1
79820,test,1
79821,test,2
79822,test,0
79823,test,0
79825,test,1
79828,test,0
79830,test,1
79832,test,3
79833,test,0
79835,test,1
79837,test,3
79838,test,0
79839,test,3
79841,test,3
79844,test,0
79850,test,2
79852,test,3
79853,test,3
79857,test,2
79858,test,3
79861,test,0
79863,test,1
79864,test,1
79878,test,2
79879,test,0
79883,test,1
79884,test,3
79891,test,0
79893,test,0
79897,test,1
79898,test,2
79899,test,1
79901,test,0
79904,test,2
79905,test,3
79906,test,3
79907,test,0
79911,test,0
79912,test,3
79915,test,3
79920,test,3
79921,test,0
79922,test,3
79926,test,2
79929,test,2
79936,test,3
79938,test,2
79942,test,3
79943,test,3
79944,test,2
79951,test,0
79955,test,2
79956,test,3
79957,test,3
79959,test,0
79961,test,3
79964,test,3
79965,test,3
79968,test,3
79970,test,0
79972,test,0
79973,test,3
79974,test,0
79976,test,0
79980,test,3
79981,test,0
79984,test,0
79985,test,3
79987,test,3
79988,test,1
79994,test,2
79995,test,2
80004,test,0
80007,test,3
80010,test,2
80011,test,0
80012,test,2
80016,test,0
80017,test,3
80020,test,0
80021,test,0
80026,test,1
80031,test,3
80032,test,0
80035,test,0
80036,test,0
80037,test,1
80038,test,0
80041,test,1
80043,test,2
80047,test,2
80055,test,2
80059,test,2
80061,test,2
80062,test,3
80063,test,2
80064,test,3
80065,test,0
80067,test,1
80069,test,1
80070,test,0
80073,test,1
80075,test,2
80077,test,1
80085,test,0
80086,test,0
80088,test,0
80091,test,0
80093,test,1
80096,test,0
80099,test,3
80100,test,0
80102,test,3
80108,test,3
80110,test,0
80112,test,3
80114,test,1
80120,test,3
80121,test,0
80124,test,3
80128,test,0
80129,test,0
80131,test,3
80138,test,0
80139,test,3
80140,test,0
80141,test,3
80150,test,1
80156,test,2
80157,test,0
80158,test,1
80159,test,3
80161,test,3
80164,test,0
80166,test,1
80167,test,0
80168,test,0
80169,test,3
80170,test,3
80172,test,3
80176,test,2
80177,test,1
80181,test,0
80184,test,0
80188,test,3
80192,test,0
80197,test,0
80198,test,3
80199,test,3
80201,test,1
80203,test,1
80207,test,0
80209,test,3
80211,test,0
80213,test,0
80214,test,2
80215,test,0
80219,test,0
80221,test,1
80223,test,0
80224,test,3
80227,test,0
80228,test,1
80230,test,3
80231,test,3
80232,test,0
80234,test,3
80237,test,0
80239,test,3
80242,test,0
80243,test,1
80249,test,0
80250,test,3
80251,test,0
80253,test,3
80255,test,2
80256,test,0
80258,test,2
80262,test,0
80263,test,0
80264,test,0
80265,test,0
80271,test,0
80273,test,3
80278,test,0
80281,test,1
80286,test,3
80289,test,1
80290,test,3
80291,test,2
80294,test,3
80296,test,0
80299,test,2
80305,test,0
80306,test,1
80307,test,0
80312,test,0
80314,test,3
80315,test,0
80316,test,0
80318,test,3
80320,test,0
80321,test,0
80322,test,3
80323,test,3
80327,test,3
80330,test,0
80333,test,0
80334,test,1
80337,test,3
80340,test,3
80341,test,3
80343,test,0
80344,test,1
80352,test,0
80353,test,0
80354,test,2
80355,test,1
80358,test,1
80359,test,3
80360,test,2
80366,test,3
80369,test,3
80372,test,3
80374,test,2
80377,test,3
80378,test,3
80382,test,1
80383,test,0
80385,test,1
80388,test,1
80389,test,0
80391,test,1
80392,test,1
80395,test,0
80396,test,3
80397,test,2
80399,test,0
80402,test,2
80406,test,2
80407,test,1
80409,test,0
80412,test,2
80413,test,0
80416,test,2
80417,test,3
80418,test,3
80419,test,0
80421,test,2
80422,test,3
80426,test,0
80429,test,3
80432,test,3
80434,test,0
80435,test,1
80440,test,3
80443,test,0
80447,test,0
80448,test,3
80449,test,1
80451,test,2
80452,test,0
80454,test,3
80456,test,0
80457,test,3
80466,test,2
80467,test,1
80471,test,1
80473,test,0
80475,test,0
80484,test,1
80486,test,0
80489,test,2
80492,test,0
80493,test,3
80495,test,2
80496,test,3
80499,test,3
80506,test,1
80511,test,0
80512,test,0
80516,test,3
80517,test,1
80518,test,1
80520,test,3
80521,test,3
80523,test,3
80525,test,3
80530,test,0
80531,test,1
80537,test,3
80539,test,1
80544,test,2
80546,test,0
80547,test,0
80548,test,0
80549,test,1
80552,test,3
80553,test,0
80557,test,3
80560,test,3
80566,test,2
80570,test,1
80573,test,0
80575,test,2
80578,test,1
80583,test,0
80588,test,2
80590,test,2
80595,test,1
80599,test,0
80601,test,1
80603,test,0
80604,test,1
80605,test,2
80610,test,3
80612,test,2
80613,test,1
80615,test,3
80616,test,3
80624,test,3
80627,test,0
80629,test,0
80630,test,3
80631,test,3
80632,test,3
80633,test,0
80638,test,3
80639,test,1
80642,test,0
80643,test,0
80644,test,0
80648,test,1
80649,test,0
80651,test,3
80652,test,1
80654,test,3
80657,test,3
80660,test,1
80661,test,2
80663,test,1
80665,test,3
80666,test,0
80668,test,0
80669,test,1
80671,test,1
80674,test,3
80675,test,1
80684,test,1
80685,test,3
80691,test,0
80692,test,0
80693,test,1
80694,test,3
80696,test,3
80701,test,1
80702,test,3
80703,test,1
80704,test,2
80705,test,1
80706,test,0
80707,test,3
80710,test,2
80712,test,3
80716,test,0
80718,test,2
80720,test,0
80721,test,2
80722,test,1
80730,test,1
80731,test,0
80734,test,3
80735,test,0
80739,test,3
80741,test,0
80745,test,3
80747,test,3
80753,test,3
80756,test,0
80760,test,2
80765,test,3
80769,test,1
80771,test,3
80772,test,3
80776,test,1
80778,test,2
80783,test,2
80787,test,0
80790,test,3
80792,test,0
80793,test,0
80795,test,2
80797,test,3
80799,test,2
80800,test,3
80801,test,0
80803,test,0
80804,test,3
80805,test,0
80807,test,1
80809,test,2
80811,test,0
80812,test,0
80815,test,1
80817,test,3
80819,test,1
80820,test,3
80821,test,0
80825,test,1
80830,test,1
80831,test,0
80835,test,3
80840,test,0
80843,test,1
80844,test,0
80845,test,3
80849,test,3
80852,test,1
80853,test,3
80856,test,0
80857,test,0
80858,test,2
80859,test,2
80862,test,1
80864,test,3
80869,test,3
80872,test,3
80875,test,1
80876,test,2
80879,test,3
80882,test,0
80883,test,2
80885,test,2
80890,test,1
80892,test,0
80893,test,3
80894,test,3
80895,test,0
80907,test,2
80909,test,2
80914,test,3
80915,test,1
80921,test,3
80922,test,2
80923,test,0
80925,test,0
80926,test,3
80927,test,0
80933,test,1
80934,test,2
80939,test,0
80940,test,1
80945,test,3
80949,test,3
80951,test,1
80953,test,1
80958,test,3
80962,test,0
80963,test,1
80971,test,0
80976,test,0
80977,test,3
80978,test,3
80979,test,1
80984,test,0
80985,test,3
80986,test,2
80987,test,1
80989,test,3
80992,test,0
80993,test,0
80994,test,0
80999,test,1
81003,test,2
81007,test,3
81010,test,0
81013,test,0
81015,test,3
81018,test,1
81020,test,1
81022,test,0
81024,test,2
81025,test,3
