breath_id,train_test,cluster_no
54565,test,0
54569,test,3
54570,test,2
54574,test,0
54578,test,2
54579,test,0
54583,test,3
54585,test,2
54586,test,0
54590,test,2
54592,test,1
54599,test,3
54600,test,1
54602,test,2
54604,test,2
54606,test,0
54609,test,1
54614,test,2
54615,test,1
54617,test,0
54619,test,0
54625,test,2
54627,test,3
54628,test,3
54629,test,1
54633,test,0
54636,test,2
54637,test,0
54638,test,2
54639,test,2
54640,test,1
54644,test,2
54645,test,2
54646,test,3
54657,test,0
54659,test,0
54662,test,1
54665,test,0
54666,test,1
54668,test,0
54670,test,2
54671,test,0
54673,test,0
54680,test,2
54685,test,1
54686,test,0
54690,test,0
54694,test,0
54698,test,1
54699,test,0
54700,test,3
54702,test,0
54704,test,0
54705,test,2
54706,test,1
54707,test,2
54710,test,1
54714,test,0
54715,test,0
54716,test,2
54717,test,0
54719,test,0
54721,test,0
54726,test,1
54727,test,1
54729,test,0
54730,test,2
54732,test,0
54733,test,2
54736,test,3
54742,test,1
54747,test,0
54749,test,0
54750,test,0
54753,test,0
54754,test,0
54757,test,1
54758,test,1
54759,test,3
54760,test,1
54761,test,0
54769,test,2
54770,test,0
54772,test,0
54773,test,1
54774,test,2
54775,test,0
54778,test,3
54779,test,0
54783,test,2
54787,test,3
54789,test,0
54791,test,1
54792,test,0
54793,test,3
54796,test,0
54800,test,3
54801,test,2
54802,test,0
54805,test,2
54806,test,0
54808,test,0
54809,test,0
54811,test,2
54812,test,1
54813,test,3
54816,test,1
54818,test,1
54822,test,3
54823,test,1
54825,test,2
54828,test,3
54831,test,0
54832,test,0
54833,test,2
54837,test,3
54851,test,2
54853,test,2
54857,test,0
54858,test,2
54859,test,0
54860,test,2
54864,test,2
54868,test,0
54874,test,1
54875,test,2
54876,test,3
54877,test,0
54883,test,2
54884,test,0
54886,test,1
54887,test,3
54888,test,1
54892,test,3
54893,test,2
54897,test,2
54899,test,2
54901,test,0
54911,test,1
54914,test,2
54920,test,0
54923,test,2
54924,test,2
54925,test,2
54928,test,0
54930,test,3
54931,test,3
54932,test,1
54935,test,0
54938,test,2
54947,test,0
54949,test,1
54953,test,0
54954,test,1
54956,test,0
54959,test,3
54960,test,0
54965,test,3
54968,test,1
54970,test,1
54971,test,2
54973,test,0
54978,test,0
54980,test,0
54981,test,2
54982,test,0
54984,test,1
54986,test,0
54988,test,0
54990,test,2
54991,test,3
54994,test,0
54996,test,2
54997,test,3
54998,test,2
54999,test,1
55001,test,2
55002,test,0
55003,test,0
55004,test,2
55005,test,0
55008,test,3
55012,test,2
55013,test,0
55018,test,0
55023,test,2
55024,test,2
55025,test,2
55029,test,1
55033,test,2
55038,test,1
55040,test,0
55042,test,2
55048,test,1
55050,test,2
55051,test,3
55055,test,2
55058,test,3
55060,test,2
55061,test,2
55062,test,1
55068,test,0
55069,test,1
55070,test,2
55072,test,0
55074,test,0
55078,test,3
55082,test,1
55083,test,2
55086,test,2
55088,test,2
55094,test,3
55096,test,1
55097,test,0
55098,test,1
55099,test,3
55100,test,2
55102,test,0
55104,test,1
55110,test,0
55111,test,2
55117,test,2
55118,test,2
55119,test,2
55120,test,0
55122,test,0
55129,test,0
55134,test,2
55135,test,3
55136,test,0
55138,test,1
55140,test,2
55148,test,0
55150,test,0
55151,test,3
55154,test,2
55158,test,0
55162,test,2
55163,test,2
55164,test,2
55168,test,1
55169,test,2
55172,test,0
55176,test,3
55178,test,0
55179,test,2
55186,test,2
55191,test,1
55192,test,2
55194,test,1
55199,test,0
55201,test,3
55203,test,2
55207,test,2
55210,test,0
55211,test,0
55216,test,2
55217,test,1
55218,test,0
55219,test,0
55221,test,0
55222,test,1
55223,test,3
55224,test,3
55225,test,0
55226,test,1
55230,test,2
55231,test,2
55232,test,0
55238,test,0
55239,test,1
55240,test,2
55242,test,1
55246,test,2
55248,test,2
55249,test,3
55251,test,0
55252,test,0
55256,test,1
55258,test,3
55260,test,2
55263,test,2
55264,test,3
55266,test,0
55267,test,1
55270,test,0
55272,test,1
55273,test,3
55276,test,3
55277,test,2
55282,test,0
55283,test,2
55289,test,2
55292,test,0
55293,test,1
55295,test,0
55302,test,2
55304,test,2
55307,test,2
55309,test,1
55310,test,3
55311,test,3
55313,test,2
55314,test,0
55315,test,0
55317,test,3
55318,test,2
55319,test,0
55320,test,1
55321,test,3
55322,test,3
55325,test,0
55326,test,2
55328,test,2
55329,test,3
55332,test,2
55335,test,3
55338,test,1
55343,test,0
55346,test,2
55353,test,2
55357,test,2
55358,test,2
55359,test,3
55365,test,0
55366,test,1
55368,test,0
55371,test,0
55373,test,2
55376,test,2
55377,test,0
55378,test,3
55379,test,0
55382,test,3
55383,test,2
55384,test,0
55385,test,0
55386,test,0
55389,test,1
55392,test,2
55393,test,3
55397,test,3
55398,test,0
55399,test,2
55402,test,2
55409,test,1
55414,test,2
55422,test,1
55426,test,2
55432,test,0
55434,test,3
55435,test,2
55437,test,1
55439,test,2
55440,test,0
55446,test,2
55449,test,1
55453,test,0
55455,test,2
55461,test,2
55465,test,2
55467,test,1
55471,test,2
55478,test,2
55479,test,2
55481,test,2
55483,test,0
55485,test,0
55487,test,0
55490,test,0
55491,test,0
55493,test,0
55498,test,2
55499,test,0
55500,test,1
55501,test,0
55502,test,0
55504,test,2
55507,test,1
55511,test,0
55512,test,2
55514,test,0
55516,test,0
55518,test,3
55522,test,0
55524,test,0
55525,test,2
55528,test,0
55529,test,0
55530,test,0
55532,test,1
55533,test,0
55538,test,2
55540,test,1
55542,test,0
55544,test,3
55545,test,2
55549,test,3
55551,test,3
55558,test,3
55559,test,2
55560,test,3
55561,test,2
55562,test,2
55565,test,0
55567,test,1
55574,test,0
55577,test,0
55579,test,2
55580,test,1
55582,test,1
55587,test,2
55599,test,0
55600,test,0
55601,test,2
55603,test,3
55606,test,1
55607,test,2
55609,test,3
55612,test,1
55618,test,0
55622,test,1
55623,test,0
55626,test,0
55627,test,0
55630,test,0
55631,test,3
55632,test,0
55633,test,0
55635,test,2
55636,test,2
55637,test,0
55638,test,0
55642,test,1
55645,test,0
55648,test,0
55649,test,2
55650,test,1
55651,test,2
55653,test,0
55656,test,0
55657,test,3
55658,test,2
55660,test,2
55662,test,0
55663,test,2
55665,test,1
55666,test,0
55667,test,2
55668,test,0
55670,test,2
55671,test,0
55673,test,2
55682,test,2
55684,test,2
55686,test,0
55687,test,1
55690,test,1
55696,test,0
55698,test,2
55699,test,3
55700,test,0
55701,test,0
55702,test,1
55706,test,1
55708,test,3
55709,test,3
55711,test,0
55716,test,3
55717,test,3
55718,test,3
55721,test,2
55726,test,0
55727,test,2
55729,test,2
55733,test,0
55734,test,2
55735,test,2
55737,test,0
55739,test,3
55745,test,2
55748,test,1
55749,test,0
55751,test,0
55752,test,0
55755,test,0
55757,test,3
55759,test,1
55760,test,1
55764,test,2
55766,test,0
55767,test,1
55771,test,2
55774,test,2
55775,test,3
55778,test,0
55779,test,3
55782,test,3
55787,test,1
55789,test,1
55793,test,2
55795,test,3
55797,test,0
55798,test,2
55800,test,2
55801,test,0
55810,test,2
55813,test,0
55814,test,2
55823,test,0
55824,test,3
55825,test,1
55826,test,2
55829,test,0
55830,test,1
55831,test,2
55834,test,1
55837,test,0
55847,test,1
55848,test,0
55849,test,2
55850,test,2
55852,test,0
55853,test,2
55855,test,0
55859,test,2
55863,test,2
55866,test,2
55868,test,0
55869,test,2
55871,test,1
55874,test,2
55876,test,0
55877,test,3
55881,test,2
55883,test,0
55884,test,3
55885,test,3
55888,test,2
55890,test,1
55891,test,0
55893,test,0
55894,test,0
55898,test,0
55900,test,0
55901,test,0
55903,test,2
55907,test,3
55908,test,0
55909,test,3
55911,test,1
55912,test,2
55914,test,0
55917,test,0
55919,test,2
55921,test,1
55925,test,0
55926,test,0
55931,test,0
55933,test,1
55935,test,0
55936,test,2
55937,test,3
55940,test,2
55941,test,2
55945,test,2
55948,test,1
55949,test,2
55950,test,1
55952,test,2
55959,test,3
55960,test,3
55961,test,2
55964,test,0
55966,test,1
55967,test,0
55968,test,2
55969,test,0
55975,test,3
55976,test,3
55977,test,3
55979,test,1
55980,test,3
55984,test,0
55989,test,2
55991,test,0
55995,test,1
55997,test,2
55999,test,1
56000,test,2
56002,test,1
56005,test,1
56006,test,1
56015,test,0
56018,test,2
56019,test,2
56020,test,2
56034,test,2
56035,test,0
56046,test,0
56048,test,0
56050,test,0
56052,test,2
56053,test,0
56054,test,2
56055,test,3
56056,test,0
56057,test,1
56062,test,0
56063,test,0
56064,test,1
56065,test,2
56066,test,2
56067,test,1
56068,test,0
56072,test,3
56073,test,2
56074,test,0
56077,test,2
56079,test,3
56080,test,3
56084,test,1
56085,test,2
56086,test,3
56087,test,0
56088,test,0
56091,test,2
56092,test,0
56094,test,0
56095,test,2
56096,test,2
56101,test,2
56102,test,0
56104,test,2
56108,test,2
56111,test,3
56114,test,1
56115,test,2
56118,test,2
56127,test,3
56130,test,2
56131,test,1
56132,test,1
56133,test,2
56134,test,1
56136,test,2
56139,test,2
56141,test,3
56142,test,0
56144,test,0
56147,test,0
56149,test,1
56154,test,2
56155,test,1
56158,test,0
56160,test,1
56163,test,3
56164,test,1
56176,test,3
56179,test,2
56180,test,3
56183,test,0
56185,test,0
56188,test,2
56189,test,2
56193,test,2
56194,test,2
56196,test,3
56199,test,2
56200,test,1
56203,test,1
56205,test,1
56214,test,1
56218,test,0
56219,test,2
56220,test,1
56221,test,0
56222,test,1
56223,test,2
56224,test,2
56227,test,0
56230,test,2
56233,test,2
56236,test,2
56240,test,1
56242,test,1
56243,test,0
56245,test,0
56246,test,2
56247,test,2
56250,test,2
56252,test,2
56255,test,0
56256,test,0
56258,test,2
56260,test,0
56261,test,2
56263,test,0
56264,test,1
56270,test,3
56273,test,2
56274,test,0
56276,test,0
56277,test,0
56278,test,2
56281,test,1
56282,test,2
56283,test,2
56286,test,2
56289,test,3
56292,test,2
56294,test,3
56297,test,1
56299,test,0
56302,test,0
56308,test,0
56315,test,0
56319,test,2
56320,test,0
56322,test,1
56323,test,0
56325,test,0
56326,test,0
56327,test,3
56329,test,0
56337,test,0
56338,test,1
56339,test,2
56340,test,3
56341,test,2
56342,test,0
56343,test,2
56347,test,2
56348,test,1
56350,test,2
56351,test,2
56352,test,3
56354,test,1
56355,test,2
56356,test,2
56358,test,2
56360,test,2
56362,test,2
56364,test,0
56365,test,2
56373,test,2
56375,test,2
56376,test,0
56377,test,2
56378,test,2
56379,test,0
56380,test,2
56381,test,3
56387,test,3
56388,test,0
56393,test,1
56394,test,0
56395,test,2
56399,test,0
56400,test,0
56401,test,0
56402,test,3
56407,test,1
56410,test,0
56411,test,2
56412,test,0
56414,test,2
56415,test,0
56425,test,0
56426,test,0
56429,test,2
56435,test,0
56439,test,0
56445,test,2
56446,test,0
56450,test,3
56451,test,2
56465,test,3
56469,test,1
56470,test,3
56471,test,0
56473,test,3
56475,test,0
56477,test,3
56478,test,0
56479,test,0
56482,test,3
56483,test,0
56486,test,3
56487,test,1
56489,test,2
56490,test,2
56493,test,1
56495,test,2
56499,test,3
56500,test,2
56502,test,3
56504,test,0
56507,test,3
56508,test,0
56515,test,1
56517,test,0
56519,test,0
56520,test,0
56527,test,3
56530,test,0
56531,test,3
56533,test,3
56535,test,3
56536,test,0
56537,test,3
56538,test,0
56540,test,2
56541,test,3
56542,test,2
56543,test,2
56544,test,3
56545,test,0
56550,test,1
56551,test,1
56559,test,2
56563,test,0
56565,test,3
56569,test,2
56570,test,0
56574,test,1
56575,test,1
56576,test,1
56577,test,0
56578,test,0
56579,test,1
56581,test,3
56583,test,0
56584,test,0
56586,test,0
56587,test,0
56593,test,2
56598,test,0
56599,test,0
56600,test,1
56604,test,2
56605,test,1
56606,test,1
56608,test,3
56610,test,1
56612,test,2
56615,test,0
56617,test,2
56618,test,0
56620,test,0
56621,test,1
56622,test,3
56626,test,1
56627,test,3
56629,test,2
56638,test,2
56640,test,0
56645,test,0
56651,test,0
56653,test,0
56655,test,0
56656,test,2
56657,test,2
56659,test,0
56661,test,0
56665,test,1
56667,test,2
56669,test,2
56671,test,1
56677,test,0
56678,test,2
56679,test,0
56680,test,1
56681,test,2
56682,test,3
56684,test,2
56687,test,2
56691,test,0
56692,test,0
56694,test,2
56695,test,3
56698,test,0
56705,test,1
56709,test,0
56711,test,2
56712,test,0
56713,test,0
56716,test,0
56719,test,3
56728,test,0
56729,test,3
56733,test,2
56734,test,2
56735,test,2
56737,test,2
56738,test,3
56740,test,2
56741,test,0
56743,test,2
56748,test,2
56750,test,1
56752,test,2
56758,test,0
56761,test,0
56762,test,0
56765,test,0
56772,test,2
56773,test,0
56775,test,0
56781,test,0
56784,test,3
56786,test,0
56788,test,0
56790,test,1
56793,test,2
56794,test,2
56797,test,0
56798,test,0
56799,test,0
56803,test,0
56804,test,0
56805,test,3
56806,test,2
56807,test,0
56808,test,3
56811,test,0
56813,test,0
56814,test,2
56816,test,1
56817,test,3
56818,test,3
56819,test,0
56820,test,1
56822,test,1
56823,test,2
56827,test,1
56828,test,2
56832,test,2
56833,test,2
56834,test,0
56837,test,0
56838,test,1
56840,test,2
56843,test,2
56847,test,0
56850,test,2
56855,test,3
56858,test,3
56859,test,0
56860,test,3
56862,test,1
56865,test,1
56869,test,3
56870,test,1
56872,test,2
56873,test,2
56875,test,3
56876,test,1
56877,test,2
56881,test,2
56882,test,0
56883,test,0
56886,test,1
56887,test,1
56893,test,3
56896,test,3
56903,test,0
56904,test,0
56905,test,0
56908,test,0
56910,test,0
56911,test,0
56913,test,0
56914,test,1
56917,test,0
56923,test,0
56924,test,2
56928,test,0
56930,test,0
56931,test,0
56932,test,3
56933,test,2
56945,test,1
56946,test,2
56947,test,2
56949,test,2
56950,test,2
56951,test,1
56954,test,2
56956,test,0
56959,test,1
56964,test,1
56965,test,0
56969,test,0
56971,test,3
56973,test,1
56975,test,0
56978,test,1
56979,test,0
56982,test,0
56985,test,2
56989,test,1
56992,test,0
56995,test,3
56996,test,0
56998,test,1
56999,test,2
57001,test,0
57002,test,0
57004,test,1
57009,test,2
57010,test,2
57012,test,1
57014,test,0
57015,test,2
57016,test,0
57017,test,0
57018,test,0
57023,test,0
57025,test,2
57028,test,1
57031,test,2
57032,test,1
57034,test,2
57035,test,2
57036,test,1
57042,test,0
57044,test,0
57052,test,2
57054,test,3
57058,test,0
57059,test,0
57060,test,3
57066,test,0
57072,test,3
57074,test,1
57077,test,0
57078,test,2
57081,test,2
57082,test,0
57087,test,0
57088,test,0
57091,test,2
57092,test,3
57093,test,2
57098,test,2
57100,test,0
57101,test,2
57102,test,2
57103,test,3
57104,test,2
57108,test,3
57109,test,1
57110,test,2
57112,test,2
57113,test,1
57121,test,3
57122,test,0
57123,test,1
57126,test,2
57129,test,0
57131,test,0
57132,test,3
57136,test,3
57137,test,0
57139,test,2
57140,test,3
57143,test,0
57147,test,3
57149,test,2
57152,test,0
57160,test,0
57162,test,2
57163,test,0
57165,test,0
57166,test,0
57167,test,0
57168,test,2
57171,test,2
57174,test,1
57175,test,3
57176,test,0
57177,test,1
57181,test,0
57182,test,1
57184,test,0
57188,test,1
57190,test,3
57191,test,3
57193,test,3
57194,test,0
57195,test,3
57198,test,3
57199,test,0
57200,test,2
57201,test,1
57202,test,1
57203,test,1
57204,test,0
57207,test,2
57212,test,3
57213,test,3
57217,test,0
57219,test,1
57220,test,0
57225,test,1
57226,test,0
57227,test,0
57228,test,0
57234,test,3
57239,test,2
57240,test,0
57242,test,3
57247,test,0
57249,test,0
57251,test,3
57255,test,0
57256,test,2
57258,test,2
57261,test,3
57262,test,0
57264,test,3
57268,test,1
57274,test,0
57280,test,1
57283,test,2
57284,test,0
57289,test,2
57290,test,2
57292,test,0
57295,test,0
57296,test,2
57297,test,1
57298,test,0
57302,test,2
57304,test,0
57306,test,2
57311,test,3
57317,test,0
57321,test,0
57329,test,2
57333,test,0
57335,test,0
57338,test,2
57341,test,2
57346,test,0
57350,test,0
57352,test,2
57353,test,0
57354,test,0
57355,test,0
57357,test,0
57369,test,2
57370,test,0
57371,test,3
57372,test,1
57373,test,2
57374,test,3
57376,test,0
57378,test,2
57379,test,2
57380,test,2
57383,test,2
57392,test,3
57398,test,2
57399,test,2
57400,test,0
57401,test,1
57404,test,1
57411,test,0
57412,test,3
57413,test,2
57415,test,2
57416,test,0
57417,test,0
57422,test,1
57424,test,2
57425,test,3
57427,test,2
57428,test,1
57429,test,3
57431,test,2
57432,test,0
57434,test,0
57436,test,2
57437,test,1
57442,test,1
57443,test,1
57444,test,0
57448,test,2
57449,test,3
57451,test,2
57453,test,2
57456,test,1
57457,test,1
57461,test,1
57462,test,0
57467,test,1
57468,test,3
57470,test,2
57471,test,0
57475,test,1
57477,test,1
57478,test,1
57479,test,2
57480,test,1
57481,test,1
57489,test,0
57496,test,2
57502,test,0
57503,test,3
57506,test,0
57509,test,0
57510,test,0
57513,test,2
57515,test,2
57518,test,0
57519,test,1
57521,test,0
57522,test,2
57525,test,2
57526,test,1
57529,test,1
57531,test,3
57536,test,3
57539,test,3
57540,test,1
57544,test,2
57547,test,2
57551,test,3
57556,test,2
57557,test,0
57559,test,0
57560,test,3
57561,test,0
57562,test,1
57565,test,0
57569,test,2
57571,test,2
57572,test,1
57573,test,1
57576,test,0
57579,test,0
57580,test,2
57581,test,2
57582,test,0
57583,test,2
57586,test,0
57588,test,1
57590,test,0
57595,test,3
57597,test,2
57600,test,2
57601,test,0
57603,test,1
57604,test,1
57607,test,2
57608,test,0
57609,test,0
57611,test,0
57612,test,3
57613,test,0
57621,test,1
57623,test,0
57624,test,3
57626,test,1
57628,test,3
57632,test,2
57641,test,0
57649,test,0
57651,test,2
57652,test,2
57654,test,2
57656,test,2
57659,test,3
57662,test,2
57668,test,2
57671,test,1
57673,test,2
57675,test,0
57677,test,1
57678,test,2
57680,test,0
57681,test,2
57683,test,3
57684,test,1
57689,test,0
57693,test,0
57695,test,0
57699,test,3
57704,test,1
57708,test,0
57709,test,0
57710,test,0
57711,test,0
57712,test,0
57714,test,3
57717,test,0
57718,test,2
57719,test,0
57724,test,0
57725,test,0
57726,test,1
57729,test,0
57732,test,2
57739,test,2
57740,test,0
57742,test,2
57748,test,0
57754,test,0
57755,test,2
57756,test,2
57759,test,1
57764,test,2
57770,test,0
57771,test,3
57772,test,1
57779,test,1
57780,test,2
57782,test,1
57784,test,3
57788,test,0
57790,test,0
57791,test,2
57792,test,0
57793,test,0
57797,test,0
57800,test,1
57806,test,1
57811,test,3
57813,test,0
57815,test,0
57818,test,2
57819,test,3
57823,test,0
57824,test,2
57825,test,0
57828,test,0
57829,test,0
57832,test,0
57837,test,2
57841,test,2
57843,test,0
57844,test,0
57850,test,0
57852,test,1
57858,test,2
57859,test,2
57861,test,1
57862,test,0
57865,test,0
57868,test,0
57870,test,3
57873,test,2
57874,test,2
57877,test,2
57879,test,2
57880,test,3
57882,test,0
57886,test,1
57887,test,0
57888,test,2
57892,test,1
57893,test,3
57895,test,1
57896,test,1
57901,test,2
57905,test,0
57906,test,0
57911,test,2
57914,test,2
57917,test,2
57920,test,0
57923,test,0
57924,test,1
57925,test,1
57926,test,0
57927,test,0
57928,test,0
57931,test,1
57933,test,2
57934,test,2
57935,test,2
57937,test,0
57938,test,0
57939,test,0
57941,test,0
57946,test,0
57947,test,2
57949,test,2
57951,test,3
57954,test,0
57955,test,0
57957,test,2
57960,test,3
57961,test,2
57963,test,2
57967,test,2
57973,test,1
57974,test,2
57977,test,3
57978,test,2
57983,test,3
57986,test,2
57987,test,0
57989,test,3
57990,test,2
57991,test,2
57992,test,2
57993,test,2
57994,test,0
57995,test,1
58006,test,0
58008,test,3
58010,test,1
58012,test,0
58017,test,0
58021,test,2
58023,test,2
58024,test,2
58026,test,1
58027,test,0
58028,test,2
58031,test,0
58032,test,0
58033,test,2
58035,test,2
58036,test,1
58039,test,0
58043,test,2
58045,test,0
58050,test,3
58059,test,3
58060,test,1
58061,test,0
58062,test,2
58063,test,0
58064,test,2
58068,test,2
58069,test,2
58071,test,1
58072,test,1
58074,test,2
58075,test,3
58079,test,1
58081,test,0
58082,test,0
58085,test,0
58086,test,1
58090,test,0
58092,test,1
58093,test,0
58094,test,1
58095,test,0
58099,test,0
58100,test,2
58101,test,0
58102,test,0
58103,test,3
58104,test,3
58110,test,2
58113,test,0
58114,test,2
58115,test,0
58116,test,0
58117,test,0
58119,test,1
58127,test,3
58131,test,0
58134,test,0
58135,test,1
58136,test,1
58144,test,0
58148,test,1
58151,test,1
58153,test,0
58154,test,0
58156,test,0
58158,test,2
58162,test,2
58164,test,3
58165,test,0
58166,test,0
58167,test,1
58168,test,2
58170,test,1
58171,test,0
58177,test,2
58179,test,2
58182,test,3
58187,test,1
58189,test,2
58192,test,0
58193,test,0
58194,test,0
58196,test,0
58197,test,2
58199,test,2
58200,test,0
58201,test,0
58202,test,3
58204,test,2
58205,test,0
58209,test,1
58214,test,0
58216,test,1
58217,test,1
58222,test,0
58225,test,2
58226,test,2
58229,test,1
58230,test,0
58233,test,0
58236,test,2
58239,test,2
58241,test,1
58243,test,2
58247,test,2
58249,test,2
58250,test,3
58259,test,1
58260,test,0
58261,test,2
58262,test,0
58265,test,3
58270,test,0
58272,test,3
58273,test,2
58276,test,0
58278,test,1
58279,test,0
58280,test,2
58281,test,2
58282,test,0
58283,test,1
58285,test,1
58286,test,1
58288,test,0
58289,test,1
58292,test,0
58293,test,2
58295,test,3
58298,test,2
58300,test,1
58303,test,2
58304,test,0
58305,test,0
58308,test,0
58310,test,0
58312,test,1
58320,test,3
58321,test,3
58325,test,3
58327,test,1
58329,test,1
58330,test,0
58333,test,1
58334,test,1
58342,test,2
58345,test,2
58347,test,0
58355,test,2
58356,test,0
58361,test,2
58362,test,1
58364,test,1
58368,test,0
58369,test,1
58370,test,0
58371,test,2
58372,test,2
58375,test,2
58377,test,1
58378,test,2
58379,test,0
58385,test,1
58388,test,2
58390,test,2
58391,test,0
58397,test,0
58405,test,1
58407,test,3
58408,test,2
58424,test,3
58425,test,2
58430,test,1
58433,test,0
58435,test,3
58439,test,0
58449,test,2
58450,test,2
58452,test,1
58454,test,0
58455,test,2
58456,test,0
58460,test,0
58461,test,2
58463,test,1
58464,test,0
58467,test,0
58469,test,2
58470,test,3
58472,test,3
58473,test,2
58476,test,0
58478,test,2
58479,test,1
58480,test,1
58481,test,0
58483,test,2
58488,test,2
58489,test,3
58493,test,2
58497,test,2
58499,test,3
58501,test,1
58503,test,1
58506,test,0
58511,test,1
58517,test,3
58520,test,1
58523,test,1
58525,test,0
58527,test,0
58529,test,0
58530,test,3
58531,test,2
58533,test,0
58535,test,3
58537,test,1
58538,test,1
58544,test,1
58545,test,0
58546,test,1
58547,test,1
58549,test,0
58552,test,3
58555,test,2
58557,test,2
58559,test,2
58562,test,3
58565,test,2
58567,test,2
58569,test,0
58572,test,2
58574,test,0
58579,test,2
58581,test,0
58583,test,0
58584,test,0
58588,test,0
58590,test,2
58593,test,0
58595,test,0
58596,test,0
58601,test,2
58603,test,1
58604,test,3
58605,test,2
58607,test,0
58608,test,1
58609,test,3
58610,test,0
58623,test,0
58625,test,2
58626,test,1
58627,test,2
58628,test,3
58632,test,3
58633,test,3
58637,test,0
58640,test,3
58642,test,2
58651,test,1
58652,test,2
58654,test,3
58660,test,0
58661,test,3
58663,test,2
58665,test,3
58666,test,3
58667,test,2
58676,test,1
58677,test,2
58681,test,0
58683,test,1
58685,test,2
58690,test,1
58694,test,0
58702,test,2
58703,test,0
58705,test,0
58707,test,1
58710,test,2
58714,test,0
58717,test,0
58719,test,2
58722,test,0
58724,test,2
58725,test,1
58726,test,3
58727,test,2
58729,test,2
58730,test,2
58739,test,3
58741,test,2
58745,test,0
58748,test,1
58750,test,3
58754,test,2
58762,test,2
58763,test,0
58766,test,0
58767,test,3
58768,test,3
58769,test,2
58770,test,1
58771,test,0
58773,test,0
58775,test,3
58788,test,0
58790,test,2
58791,test,1
58792,test,2
58795,test,3
58796,test,2
58797,test,2
58800,test,1
58801,test,0
58802,test,2
58803,test,3
58806,test,2
58807,test,1
58808,test,0
58813,test,3
58814,test,3
58818,test,1
58819,test,2
58822,test,0
58824,test,2
58827,test,3
58829,test,3
58834,test,0
58836,test,0
58837,test,1
58842,test,3
58847,test,2
58848,test,1
58849,test,1
58850,test,0
58853,test,3
58854,test,0
58856,test,2
58857,test,0
58859,test,0
58869,test,0
58870,test,2
58871,test,2
58877,test,2
58878,test,1
58879,test,1
58883,test,0
58885,test,0
58886,test,3
58887,test,0
58893,test,0
58895,test,3
58899,test,1
58901,test,0
58902,test,3
58905,test,0
58907,test,2
58909,test,3
58911,test,0
58912,test,3
58915,test,2
58916,test,1
58917,test,3
58919,test,2
58921,test,0
58925,test,0
58928,test,1
58931,test,2
58932,test,3
58933,test,1
58936,test,2
58940,test,0
58941,test,2
58945,test,1
58946,test,0
58949,test,0
58951,test,1
58961,test,3
58963,test,0
58965,test,1
58970,test,1
58972,test,3
58974,test,0
58976,test,0
58981,test,2
58982,test,3
58986,test,2
58987,test,1
58989,test,0
58991,test,3
58993,test,0
58995,test,3
58996,test,1
58998,test,1
59002,test,0
59003,test,3
59005,test,2
59007,test,0
59008,test,0
59011,test,2
59012,test,2
59014,test,0
59018,test,1
59019,test,0
59022,test,0
59023,test,1
59024,test,0
59026,test,2
59028,test,2
59029,test,2
59032,test,2
59036,test,3
59038,test,1
59040,test,0
59041,test,1
59050,test,2
59052,test,0
59053,test,3
59054,test,1
59060,test,2
59064,test,0
59065,test,0
59070,test,0
59071,test,0
59072,test,3
59073,test,2
59077,test,0
59086,test,3
59088,test,3
59089,test,3
59090,test,3
59091,test,0
59092,test,1
59095,test,0
59096,test,2
59100,test,0
59103,test,1
59104,test,3
59106,test,2
59107,test,2
59108,test,0
59111,test,2
59112,test,0
59113,test,0
59120,test,0
59121,test,2
59122,test,2
59123,test,2
59125,test,1
59133,test,2
59136,test,3
59141,test,2
59143,test,0
59148,test,0
59149,test,1
59151,test,2
59153,test,2
59155,test,0
59156,test,2
59157,test,2
59161,test,2
59163,test,3
59164,test,3
59168,test,2
59169,test,0
59178,test,0
59181,test,0
59184,test,3
59187,test,1
59188,test,0
59191,test,2
59197,test,2
59198,test,1
59199,test,2
59201,test,2
59206,test,2
59209,test,1
59213,test,2
59215,test,2
59217,test,3
59218,test,2
59221,test,2
59227,test,1
59229,test,0
59230,test,0
59231,test,0
59232,test,0
59233,test,0
59236,test,2
59238,test,2
59241,test,0
59242,test,0
59243,test,0
59244,test,3
59246,test,2
59252,test,1
59253,test,3
59255,test,3
59257,test,1
59258,test,3
59259,test,1
59261,test,0
59263,test,0
59268,test,2
59270,test,0
59271,test,2
59275,test,1
59276,test,3
59277,test,2
59278,test,2
59280,test,0
59283,test,2
59286,test,1
59287,test,0
59288,test,3
59292,test,2
59294,test,2
59298,test,2
59307,test,0
59308,test,2
59312,test,2
59314,test,0
59316,test,2
59317,test,0
59318,test,0
59321,test,0
59324,test,2
59328,test,1
59333,test,0
59336,test,2
59338,test,0
59340,test,2
59341,test,2
59343,test,0
59347,test,0
59352,test,0
59353,test,3
59354,test,1
59356,test,0
59363,test,1
59364,test,0
59366,test,0
59368,test,0
59371,test,2
59372,test,0
59375,test,2
59376,test,1
59380,test,0
59385,test,0
59389,test,0
59390,test,1
59391,test,2
59394,test,3
59397,test,0
59398,test,3
59402,test,0
59403,test,1
59407,test,2
59408,test,2
59409,test,3
59410,test,0
59411,test,1
59417,test,3
59421,test,0
59422,test,2
59424,test,2
59425,test,0
59427,test,0
59429,test,1
59430,test,3
59433,test,2
59436,test,2
59437,test,1
59449,test,0
59452,test,2
59456,test,0
59457,test,3
59461,test,0
59464,test,2
59470,test,0
59471,test,2
59474,test,0
